Round,Client,Epoch,TimeSec,TrainAcc,ValAcc,TrainLoss,ValLoss,LR
1,1,1,19.809529542922974,0.5004374384880066,,1.3436907529830933,,0.0010000000474974513
1,1,2,6.22322940826416,0.6062992215156555,,1.0360466241836548,,0.0010000000474974513
1,1,3,6.1801183223724365,0.6447944045066833,,0.9389234185218811,,0.0010000000474974513
1,1,4,6.127594232559204,0.6911635994911194,,0.8442609906196594,,0.0010000000474974513
1,1,5,6.174046993255615,0.6885389089584351,,0.8236036896705627,,0.0010000000474974513
1,1,6,6.123691082000732,0.7130358815193176,,0.7436217069625854,,0.0010000000474974513
1,2,1,17.549553394317627,0.5249344110488892,,1.3955734968185425,,0.0010000000474974513
1,2,2,6.017501354217529,0.6290463805198669,,1.0294392108917236,,0.0010000000474974513
1,2,3,5.588773727416992,0.6859142780303955,,0.8713485598564148,,0.0010000000474974513
1,2,4,5.659865617752075,0.6867891550064087,,0.8743606805801392,,0.0010000000474974513
1,2,5,5.688379526138306,0.6955380439758301,,0.8503981828689575,,0.0010000000474974513
1,2,6,5.688313245773315,0.6964129209518433,,0.8128457069396973,,0.0010000000474974513
1,3,1,19.457477569580078,0.5148861408233643,,1.3613313436508179,,0.0010000000474974513
1,3,2,5.7267186641693115,0.6330998539924622,,1.033905267715454,,0.0010000000474974513
1,3,3,5.70368504524231,0.6768826842308044,,0.8684346079826355,,0.0010000000474974513
1,3,4,5.806016206741333,0.6900175213813782,,0.8764097690582275,,0.0010000000474974513
1,3,5,5.732072591781616,0.7162871956825256,,0.7947532534599304,,0.0010000000474974513
1,3,6,5.741753101348877,0.7180384993553162,,0.7878798842430115,,0.0010000000474974513
1,4,1,17.67335605621338,0.5070052742958069,,1.336256504058838,,0.0010000000474974513
1,4,2,5.481354713439941,0.6138353943824768,,1.0301719903945923,,0.0010000000474974513
1,4,3,5.72443413734436,0.6488616466522217,,0.9409834146499634,,0.0010000000474974513
1,4,4,5.772354364395142,0.696147084236145,,0.8343648314476013,,0.0010000000474974513
1,4,5,5.777220726013184,0.696147084236145,,0.7906764149665833,,0.0010000000474974513
1,4,6,5.77407431602478,0.7294220924377441,,0.7291905879974365,,0.0010000000474974513
1,5,1,17.472989082336426,0.5201401114463806,,1.3304895162582397,,0.0010000000474974513
1,5,2,5.67033839225769,0.6278458833694458,,1.0170427560806274,,0.0010000000474974513
1,5,3,5.7397003173828125,0.6558669209480286,,0.9123652577400208,,0.0010000000474974513
1,5,4,5.5414040088653564,0.7031523585319519,,0.8175429105758667,,0.0010000000474974513
1,5,5,5.557827711105347,0.6917688250541687,,0.8216798305511475,,0.0010000000474974513
1,5,6,5.540736198425293,0.7084063291549683,,0.7508485317230225,,0.0010000000474974513
2,1,1,16.988423347473145,0.6762904524803162,,0.863288164138794,,0.0010000000474974513
2,1,2,5.714191675186157,0.721784770488739,,0.7341563105583191,,0.0010000000474974513
2,1,3,5.776281118392944,0.7191600799560547,,0.7425677180290222,,0.0010000000474974513
2,1,4,5.761934995651245,0.7471566200256348,,0.665110170841217,,0.0010000000474974513
2,1,5,5.72620701789856,0.768153965473175,,0.6303723454475403,,0.0010000000474974513
2,1,6,5.542571067810059,0.7672790884971619,,0.6488547325134277,,0.0010000000474974513
2,2,1,17.346484184265137,0.6789151430130005,,0.8779091835021973,,0.0010000000474974513
2,2,2,5.476101398468018,0.7112860679626465,,0.8070778250694275,,0.0010000000474974513
2,2,3,5.7182228565216064,0.7462817430496216,,0.7207394242286682,,0.0010000000474974513
2,2,4,5.764242172241211,0.7559055089950562,,0.6413671970367432,,0.0010000000474974513
2,2,5,5.757828712463379,0.7602799534797668,,0.6324891448020935,,0.0010000000474974513
2,2,6,5.654257774353027,0.7646543979644775,,0.6767935752868652,,0.0010000000474974513
2,3,1,17.940109729766846,0.7057793140411377,,0.8401837944984436,,0.0010000000474974513
2,3,2,5.454488754272461,0.7162871956825256,,0.7989419102668762,,0.0010000000474974513
2,3,3,5.4887917041778564,0.7416812777519226,,0.7166556715965271,,0.0010000000474974513
2,3,4,5.834520101547241,0.7539404630661011,,0.6876019835472107,,0.0010000000474974513
2,3,5,5.7363269329071045,0.7373029589653015,,0.706357479095459,,0.0010000000474974513
2,3,6,5.741365432739258,0.760945737361908,,0.665755033493042,,0.0010000000474974513
2,4,1,17.499463081359863,0.7119089365005493,,0.8223012685775757,,0.0010000000474974513
2,4,2,5.418909311294556,0.6795096397399902,,0.819573163986206,,0.0010000000474974513
2,4,3,5.75894021987915,0.7346760034561157,,0.740264892578125,,0.0010000000474974513
2,4,4,5.762916564941406,0.7460595369338989,,0.6802147030830383,,0.0010000000474974513
2,4,5,5.7519707679748535,0.760945737361908,,0.6873025298118591,,0.0010000000474974513
2,4,6,5.845018625259399,0.764448344707489,,0.639438271522522,,0.0010000000474974513
2,5,1,17.733619451522827,0.6725043654441833,,0.8710527420043945,,0.0010000000474974513
2,5,2,5.726925611495972,0.7162871956825256,,0.7600252032279968,,0.0010000000474974513
2,5,3,5.695085048675537,0.7276707291603088,,0.7033705711364746,,0.0010000000474974513
2,5,4,5.538064479827881,0.7267950773239136,,0.7244682908058167,,0.0010000000474974513
2,5,5,5.676375389099121,0.75043785572052,,0.6591277718544006,,0.0010000000474974513
2,5,6,5.7028868198394775,0.7618213891983032,,0.6267505884170532,,0.0010000000474974513
3,1,1,17.34944438934326,0.7471566200256348,,0.7212283611297607,,0.0010000000474974513
3,1,2,5.778459548950195,0.7760279774665833,,0.6166833639144897,,0.0010000000474974513
3,1,3,5.766268014907837,0.7795275449752808,,0.6486126184463501,,0.0010000000474974513
3,1,4,5.7676191329956055,0.7891513705253601,,0.6047363877296448,,0.0010000000474974513
3,1,5,5.790890216827393,0.7952755689620972,,0.5769747495651245,,0.0010000000474974513
3,1,6,5.83039402961731,0.7891513705253601,,0.5889570713043213,,0.0010000000474974513
3,2,1,17.43587899208069,0.7471566200256348,,0.7115289568901062,,0.0010000000474974513
3,2,2,5.788792133331299,0.7699037790298462,,0.6510810256004333,,0.0010000000474974513
3,2,3,5.752498149871826,0.787401556968689,,0.6272621750831604,,0.0010000000474974513
3,2,4,5.752762317657471,0.787401556968689,,0.5445116758346558,,0.0010000000474974513
3,2,5,5.7630720138549805,0.7812773585319519,,0.598526120185852,,0.0010000000474974513
3,2,6,5.618524551391602,0.7996500730514526,,0.535638153553009,,0.0010000000474974513
3,3,1,17.868438243865967,0.7434325814247131,,0.7303179502487183,,0.0010000000474974513
3,3,2,5.514179706573486,0.7311733961105347,,0.7246029376983643,,0.0010000000474974513
3,3,3,5.744659185409546,0.7635726928710938,,0.6614887118339539,,0.0010000000474974513
3,3,4,5.67528223991394,0.7854641079902649,,0.5915301442146301,,0.0010000000474974513
3,3,5,5.7942214012146,0.7977232933044434,,0.5852829217910767,,0.0010000000474974513
3,3,6,5.823601961135864,0.7950963377952576,,0.5841206312179565,,0.0010000000474974513
3,4,1,18.035446405410767,0.7451838850975037,,0.7306843400001526,,0.0010000000474974513
3,4,2,5.533562660217285,0.7653239965438843,,0.6714230179786682,,0.0010000000474974513
3,4,3,5.786901473999023,0.7907180190086365,,0.5711141228675842,,0.0010000000474974513
3,4,4,5.753890037536621,0.7880910634994507,,0.5929234623908997,,0.0010000000474974513
3,4,5,5.760742902755737,0.7837128043174744,,0.5816769003868103,,0.0010000000474974513
3,4,6,5.760154724121094,0.8108581304550171,,0.5242961645126343,,0.0005000000237487257
3,5,1,17.785053491592407,0.7513135075569153,,0.6856202483177185,,0.0010000000474974513
3,5,2,5.418820381164551,0.7775831818580627,,0.6359423398971558,,0.0010000000474974513
3,5,3,5.716442823410034,0.7854641079902649,,0.6209033131599426,,0.0010000000474974513
3,5,4,5.699143886566162,0.7819615006446838,,0.5682681798934937,,0.0010000000474974513
3,5,5,5.623450994491577,0.788966715335846,,0.5888277292251587,,0.0010000000474974513
3,5,6,5.9391930103302,0.792469322681427,,0.5524755120277405,,0.0010000000474974513
4,1,1,17.343153953552246,0.8048993945121765,,0.5385087132453918,,0.0010000000474974513
4,1,2,5.514941930770874,0.787401556968689,,0.6075780391693115,,0.0010000000474974513
4,1,3,5.617880344390869,0.8197725415229797,,0.5404065847396851,,0.0010000000474974513
4,1,4,5.8318140506744385,0.8258967399597168,,0.4886423945426941,,0.0005000000237487257
4,1,5,5.79946231842041,0.8250218629837036,,0.5059012174606323,,0.0005000000237487257
4,1,6,5.513535261154175,0.833770751953125,,0.4825235605239868,,0.0005000000237487257
4,2,1,17.390830993652344,0.801399827003479,,0.5994771718978882,,0.0010000000474974513
4,2,2,5.756411552429199,0.7856518030166626,,0.586444079875946,,0.0010000000474974513
4,2,3,5.485797166824341,0.8075240850448608,,0.528509259223938,,0.0010000000474974513
4,2,4,5.775397300720215,0.8145231604576111,,0.5132911205291748,,0.0010000000474974513
4,2,5,5.760851621627808,0.8250218629837036,,0.5040835738182068,,0.0010000000474974513
4,2,6,5.868468999862671,0.8180227279663086,,0.5059801340103149,,0.0010000000474974513
4,3,1,17.927839756011963,0.788966715335846,,0.5652210712432861,,0.0010000000474974513
4,3,2,5.754458904266357,0.7915936708450317,,0.5884240865707397,,0.0010000000474974513
4,3,3,5.732866525650024,0.8064798712730408,,0.5444532632827759,,0.0010000000474974513
4,3,4,5.764433860778809,0.803852915763855,,0.5451387763023376,,0.0010000000474974513
4,3,5,5.687191724777222,0.8336251974105835,,0.48615095019340515,,0.0010000000474974513
4,3,6,5.7757368087768555,0.8266199827194214,,0.47135552763938904,,0.0010000000474974513
4,4,1,18.044740438461304,0.8152364492416382,,0.5720338225364685,,0.0010000000474974513
4,4,2,5.7760961055755615,0.8047285676002502,,0.5590104460716248,,0.0010000000474974513
4,4,3,5.770576477050781,0.8047285676002502,,0.5472046136856079,,0.0010000000474974513
4,4,4,5.403006076812744,0.7985989451408386,,0.5449115037918091,,0.0010000000474974513
4,4,5,5.639878749847412,0.8003502488136292,,0.5582459568977356,,0.0010000000474974513
4,4,6,5.9801084995269775,0.8108581304550171,,0.4942813515663147,,0.0010000000474974513
4,5,1,17.85253643989563,0.7810857892036438,,0.635101318359375,,0.0010000000474974513
4,5,2,5.570651054382324,0.7810857892036438,,0.5845486521720886,,0.0010000000474974513
4,5,3,5.615223169326782,0.8117337822914124,,0.5153394937515259,,0.0010000000474974513
4,5,4,5.703255653381348,0.7942206859588623,,0.5310316681861877,,0.0010000000474974513
4,5,5,5.328795433044434,0.8082311749458313,,0.518496036529541,,0.0010000000474974513
4,5,6,5.555011034011841,0.8187390565872192,,0.49547848105430603,,0.0005000000237487257
5,1,1,17.506868600845337,0.7970253825187683,,0.5523102879524231,,0.0010000000474974513
5,1,2,5.777212858200073,0.815398097038269,,0.5410612225532532,,0.0010000000474974513
5,1,3,5.736940383911133,0.8381452560424805,,0.4594029188156128,,0.0010000000474974513
5,1,4,5.617154836654663,0.8285214304924011,,0.48740699887275696,,0.0010000000474974513
5,1,5,5.771484375,0.8302712440490723,,0.48256897926330566,,0.0010000000474974513
5,1,6,5.962173223495483,0.8486438989639282,,0.3971880078315735,,0.0005000000237487257
5,2,1,16.99955153465271,0.8320209980010986,,0.4703850746154785,,0.0010000000474974513
5,2,2,5.745507001876831,0.8180227279663086,,0.5242219567298889,,0.0010000000474974513
5,2,3,5.768621921539307,0.8276465535163879,,0.4696255326271057,,0.0010000000474974513
5,2,4,5.701674938201904,0.8293963074684143,,0.5164429545402527,,0.0010000000474974513
5,2,5,5.546505689620972,0.8302712440490723,,0.46672025322914124,,0.0010000000474974513
5,2,6,5.794528484344482,0.8442694544792175,,0.43498504161834717,,0.0010000000474974513
5,3,1,18.06956434249878,0.8266199827194214,,0.5241174101829529,,0.0010000000474974513
5,3,2,5.575928688049316,0.7959719896316528,,0.5313276648521423,,0.0010000000474974513
5,3,3,5.792440176010132,0.8134850859642029,,0.5338990688323975,,0.0010000000474974513
5,3,4,5.788937091827393,0.8248686790466309,,0.49485743045806885,,0.0005000000237487257
5,3,5,5.855576276779175,0.8204903602600098,,0.4798594117164612,,0.0005000000237487257
5,3,6,5.861502170562744,0.831873893737793,,0.47195643186569214,,0.0005000000237487257
5,4,1,17.946134567260742,0.807355523109436,,0.5235926508903503,,0.0010000000474974513
5,4,2,5.692497253417969,0.8301225900650024,,0.4857960641384125,,0.0010000000474974513
5,4,3,5.7632434368133545,0.8292469382286072,,0.5058327317237854,,0.0010000000474974513
5,4,4,5.793187618255615,0.8327495455741882,,0.49609509110450745,,0.0010000000474974513
5,4,5,5.785912275314331,0.8274956345558167,,0.48994266986846924,,0.0005000000237487257
5,5,1,17.752070903778076,0.7915936708450317,,0.549604058265686,,0.0010000000474974513
5,5,2,5.735019207000732,0.8196147084236145,,0.48712974786758423,,0.0010000000474974513
5,5,3,5.675842523574829,0.8056042194366455,,0.5095292329788208,,0.0010000000474974513
5,5,4,5.735777854919434,0.8248686790466309,,0.46882665157318115,,0.0010000000474974513
5,5,5,5.789762258529663,0.8222416639328003,,0.4959290325641632,,0.0010000000474974513
5,5,6,5.546360969543457,0.8327495455741882,,0.45535513758659363,,0.0010000000474974513
